timestamp,object,error_type,task,message,source_log
"2026-08-04T01:14:15.000Z","FRZPU003","controller_disabled","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","FRZPU003: No controller or Controller is disabled, unable to carry out task Move to {-5499315.048189, -2250231.003964, 2310734.853397}",".\vrfSim.log"
"2026-08-04T01:14:15.000Z","FRZPU001","controller_disabled","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","FRZPU001: No controller or Controller is disabled, unable to carry out task Move to {-5499315.048189, -2250231.003964, 2310734.853397}",".\vrfSim.log"
"2026-08-04T01:14:15.000Z","ENZPU002","controller_disabled","Move to {-5499444.816370, -2250654.663336, 2309957.213850}","ENZPU002: No controller or Controller is disabled, unable to carry out task Move to {-5499444.816370, -2250654.663336, 2309957.213850}",".\vrfSim.log"
"2026-08-04T01:14:15.000Z","ENZPU003","controller_disabled","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","ENZPU003: No controller or Controller is disabled, unable to carry out task Move to {-5499460.953457, -2250814.454542, 2309743.262342}",".\vrfSim.log"
"2026-08-04T01:14:15.000Z","FRZPU002","controller_disabled","Move to {-5499516.453323, -2249726.423604, 2310685.859186}","FRZPU002: No controller or Controller is disabled, unable to carry out task Move to {-5499516.453323, -2249726.423604, 2310685.859186}",".\vrfSim.log"
"2026-08-04T01:14:16.000Z","ENCAESAR002","below_minimum_range","indirect_fire","ENCAESAR002: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:14:16.000Z","FRAHS001","below_minimum_range","indirect_fire","FRAHS001: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:14:16.000Z","ENCAESAR004","below_minimum_range","indirect_fire","ENCAESAR004: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:14:16.000Z","FRMORT004","ballistic_solution_failed","indirect_fire","FRMORT004: Indirect-Fire-Gun: Could not find an allowable muzzle speed and elevation angle to reach the target.",".\vrfSim.log"
"2026-08-04T01:14:16.000Z","ENCAESAR003","below_minimum_range","indirect_fire","ENCAESAR003: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:14:16.000Z","FRM109003","below_minimum_range","indirect_fire","FRM109003: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:14:16.000Z","FRM109002","below_minimum_range","indirect_fire","FRM109002: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:14:16.000Z","FRM109001","below_minimum_range","indirect_fire","FRM109001: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:14:16.000Z","ENCAESAR001","below_minimum_range","indirect_fire","ENCAESAR001: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:14:16.000Z","FRAHS002","below_minimum_range","indirect_fire","FRAHS002: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:14:16.000Z","FRM109004","below_minimum_range","indirect_fire","FRM109004: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:14:16.000Z","FRMORT004","controller_disabled","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","FRMORT004: No controller or Controller is disabled, unable to carry out task Move to {-5499315.048189, -2250231.003964, 2310734.853397}",".\vrfSim.log"
"2026-08-04T01:15:00.000Z","FRM901001","controller_disabled","FFE-On-Location ""Location={-5499460.953457, -2250814.454542, 2309743.262342}""  Name of Weapons to Fire: Patriot Missile Launcher. Number-Of-Rounds: 1. Height-Above-Terrain: 0","FRM901001: No controller or Controller is disabled, unable to carry out task FFE-On-Location ""Location={-5499460.953457, -2250814.454542, 2309743.262342}""  Name of Weapons to Fire: Patriot Missile Launcher. Number-Of-Rounds: 1. Height-Above-Terrain: 0",".\vrfSim.log"
"2026-08-04T01:15:00.000Z","ENZPU001","controller_disabled","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","ENZPU001: No controller or Controller is disabled, unable to carry out task Move to {-5499460.953457, -2250814.454542, 2309743.262342}",".\vrfSim.log"
"2026-08-04T01:15:00.000Z","FRZPU003","controller_disabled","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","FRZPU003: No controller or Controller is disabled, unable to carry out task Move to {-5499315.048189, -2250231.003964, 2310734.853397}",".\vrfSim.log"
"2026-08-04T01:15:00.000Z","FRZPU001","controller_disabled","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","FRZPU001: No controller or Controller is disabled, unable to carry out task Move to {-5499315.048189, -2250231.003964, 2310734.853397}",".\vrfSim.log"
"2026-08-04T01:15:00.000Z","ENZPU002","controller_disabled","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","ENZPU002: No controller or Controller is disabled, unable to carry out task Move to {-5499460.953457, -2250814.454542, 2309743.262342}",".\vrfSim.log"
"2026-08-04T01:15:00.000Z","ENZPU003","controller_disabled","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","ENZPU003: No controller or Controller is disabled, unable to carry out task Move to {-5499460.953457, -2250814.454542, 2309743.262342}",".\vrfSim.log"
"2026-08-04T01:15:00.000Z","ENMIM001","controller_disabled","FFE-On-Location ""Location={-5498755.048693, -2250824.434840, 2311307.787782}""  Name of Weapons to Fire: Patriot Missile Launcher. Number-Of-Rounds: 1. Height-Above-Terrain: 0","ENMIM001: No controller or Controller is disabled, unable to carry out task FFE-On-Location ""Location={-5498755.048693, -2250824.434840, 2311307.787782}""  Name of Weapons to Fire: Patriot Missile Launcher. Number-Of-Rounds: 1. Height-Above-Terrain: 0",".\vrfSim.log"
"2026-08-04T01:15:00.000Z","FRZPU002","controller_disabled","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","FRZPU002: No controller or Controller is disabled, unable to carry out task Move to {-5499315.048189, -2250231.003964, 2310734.853397}",".\vrfSim.log"
"2026-08-04T01:15:00.000Z","FRM901001","controller_disabled","Move to {-5499516.453323, -2249726.423604, 2310685.859186}","FRM901001: No controller or Controller is disabled, unable to carry out task Move to {-5499516.453323, -2249726.423604, 2310685.859186}",".\vrfSim.log"
"2026-08-04T01:15:00.000Z","ENZPU001","controller_disabled","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","ENZPU001: No controller or Controller is disabled, unable to carry out task Move to {-5499460.953457, -2250814.454542, 2309743.262342}",".\vrfSim.log"
"2026-08-04T01:15:00.000Z","FRZPU003","controller_disabled","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","FRZPU003: No controller or Controller is disabled, unable to carry out task Move to {-5499315.048189, -2250231.003964, 2310734.853397}",".\vrfSim.log"
"2026-08-04T01:15:00.000Z","FRZPU001","controller_disabled","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","FRZPU001: No controller or Controller is disabled, unable to carry out task Move to {-5499315.048189, -2250231.003964, 2310734.853397}",".\vrfSim.log"
"2026-08-04T01:15:00.000Z","ENZPU002","controller_disabled","Move to {-5499444.816370, -2250654.663336, 2309957.213850}","ENZPU002: No controller or Controller is disabled, unable to carry out task Move to {-5499444.816370, -2250654.663336, 2309957.213850}",".\vrfSim.log"
"2026-08-04T01:15:00.000Z","ENZPU003","controller_disabled","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","ENZPU003: No controller or Controller is disabled, unable to carry out task Move to {-5499460.953457, -2250814.454542, 2309743.262342}",".\vrfSim.log"
"2026-08-04T01:15:00.000Z","FRZPU002","controller_disabled","Move to {-5499516.453323, -2249726.423604, 2310685.859186}","FRZPU002: No controller or Controller is disabled, unable to carry out task Move to {-5499516.453323, -2249726.423604, 2310685.859186}",".\vrfSim.log"
"2026-08-04T01:15:01.000Z","ENCAESAR002","below_minimum_range","indirect_fire","ENCAESAR002: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:15:01.000Z","FRAHS001","below_minimum_range","indirect_fire","FRAHS001: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:15:01.000Z","ENCAESAR004","below_minimum_range","indirect_fire","ENCAESAR004: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:15:01.000Z","FRMORT004","ballistic_solution_failed","indirect_fire","FRMORT004: Indirect-Fire-Gun: Could not find an allowable muzzle speed and elevation angle to reach the target.",".\vrfSim.log"
"2026-08-04T01:15:01.000Z","ENCAESAR003","below_minimum_range","indirect_fire","ENCAESAR003: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:15:01.000Z","FRM109003","below_minimum_range","indirect_fire","FRM109003: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:15:01.000Z","FRM109002","below_minimum_range","indirect_fire","FRM109002: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:15:01.000Z","FRM109001","below_minimum_range","indirect_fire","FRM109001: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:15:01.000Z","ENCAESAR001","below_minimum_range","indirect_fire","ENCAESAR001: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:15:02.000Z","FRAHS002","below_minimum_range","indirect_fire","FRAHS002: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:15:02.000Z","FRM109004","below_minimum_range","indirect_fire","FRM109004: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:15:02.000Z","FRMORT004","controller_disabled","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","FRMORT004: No controller or Controller is disabled, unable to carry out task Move to {-5499315.048189, -2250231.003964, 2310734.853397}",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","FRM901001","controller_disabled","FFE-On-Location ""Location={-5499460.953457, -2250814.454542, 2309743.262342}""  Name of Weapons to Fire: Patriot Missile Launcher. Number-Of-Rounds: 1. Height-Above-Terrain: 0","FRM901001: No controller or Controller is disabled, unable to carry out task FFE-On-Location ""Location={-5499460.953457, -2250814.454542, 2309743.262342}""  Name of Weapons to Fire: Patriot Missile Launcher. Number-Of-Rounds: 1. Height-Above-Terrain: 0",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","ENZPU001","controller_disabled","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","ENZPU001: No controller or Controller is disabled, unable to carry out task Move to {-5499460.953457, -2250814.454542, 2309743.262342}",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","FRZPU003","controller_disabled","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","FRZPU003: No controller or Controller is disabled, unable to carry out task Move to {-5499315.048189, -2250231.003964, 2310734.853397}",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","FRZPU001","controller_disabled","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","FRZPU001: No controller or Controller is disabled, unable to carry out task Move to {-5499315.048189, -2250231.003964, 2310734.853397}",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","ENZPU002","controller_disabled","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","ENZPU002: No controller or Controller is disabled, unable to carry out task Move to {-5499460.953457, -2250814.454542, 2309743.262342}",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","ENZPU003","controller_disabled","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","ENZPU003: No controller or Controller is disabled, unable to carry out task Move to {-5499460.953457, -2250814.454542, 2309743.262342}",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","ENMIM001","controller_disabled","FFE-On-Location ""Location={-5498755.048693, -2250824.434840, 2311307.787782}""  Name of Weapons to Fire: Patriot Missile Launcher. Number-Of-Rounds: 1. Height-Above-Terrain: 0","ENMIM001: No controller or Controller is disabled, unable to carry out task FFE-On-Location ""Location={-5498755.048693, -2250824.434840, 2311307.787782}""  Name of Weapons to Fire: Patriot Missile Launcher. Number-Of-Rounds: 1. Height-Above-Terrain: 0",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","FRZPU002","controller_disabled","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","FRZPU002: No controller or Controller is disabled, unable to carry out task Move to {-5499315.048189, -2250231.003964, 2310734.853397}",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","FRM901001","controller_disabled","Move to {-5499516.453323, -2249726.423604, 2310685.859186}","FRM901001: No controller or Controller is disabled, unable to carry out task Move to {-5499516.453323, -2249726.423604, 2310685.859186}",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","ENZPU001","controller_disabled","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","ENZPU001: No controller or Controller is disabled, unable to carry out task Move to {-5499460.953457, -2250814.454542, 2309743.262342}",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","FRZPU003","controller_disabled","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","FRZPU003: No controller or Controller is disabled, unable to carry out task Move to {-5499315.048189, -2250231.003964, 2310734.853397}",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","FRZPU001","controller_disabled","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","FRZPU001: No controller or Controller is disabled, unable to carry out task Move to {-5499315.048189, -2250231.003964, 2310734.853397}",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","ENZPU002","controller_disabled","Move to {-5499444.816370, -2250654.663336, 2309957.213850}","ENZPU002: No controller or Controller is disabled, unable to carry out task Move to {-5499444.816370, -2250654.663336, 2309957.213850}",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","ENZPU003","controller_disabled","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","ENZPU003: No controller or Controller is disabled, unable to carry out task Move to {-5499460.953457, -2250814.454542, 2309743.262342}",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","FRZPU002","controller_disabled","Move to {-5499516.453323, -2249726.423604, 2310685.859186}","FRZPU002: No controller or Controller is disabled, unable to carry out task Move to {-5499516.453323, -2249726.423604, 2310685.859186}",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","ENCAESAR002","below_minimum_range","indirect_fire","ENCAESAR002: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","FRAHS001","below_minimum_range","indirect_fire","FRAHS001: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","ENCAESAR004","below_minimum_range","indirect_fire","ENCAESAR004: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","FRMORT004","ballistic_solution_failed","indirect_fire","FRMORT004: Indirect-Fire-Gun: Could not find an allowable muzzle speed and elevation angle to reach the target.",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","ENCAESAR003","below_minimum_range","indirect_fire","ENCAESAR003: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","FRM109003","below_minimum_range","indirect_fire","FRM109003: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","FRM109002","below_minimum_range","indirect_fire","FRM109002: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","FRM109001","below_minimum_range","indirect_fire","FRM109001: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","ENCAESAR001","below_minimum_range","indirect_fire","ENCAESAR001: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","FRAHS002","below_minimum_range","indirect_fire","FRAHS002: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","FRM109004","below_minimum_range","indirect_fire","FRM109004: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:15:41.000Z","FRMORT004","controller_disabled","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","FRMORT004: No controller or Controller is disabled, unable to carry out task Move to {-5499315.048189, -2250231.003964, 2310734.853397}",".\vrfSim.log"
"2026-08-04T01:15:51.000Z","ENMORT005","controller_disabled","Move to {-5499444.816370, -2250654.663336, 2309957.213850}","ENMORT005: No controller or Controller is disabled, unable to carry out task Move to {-5499444.816370, -2250654.663336, 2309957.213850}",".\vrfSim.log"
"2026-08-04T01:15:51.000Z","ENMORT004","controller_disabled","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","ENMORT004: No controller or Controller is disabled, unable to carry out task Move to {-5499460.953457, -2250814.454542, 2309743.262342}",".\vrfSim.log"
"2026-08-04T01:15:51.000Z","FRMORT001","controller_disabled","Move to {-5499516.453323, -2249726.423604, 2310685.859186}","FRMORT001: No controller or Controller is disabled, unable to carry out task Move to {-5499516.453323, -2249726.423604, 2310685.859186}",".\vrfSim.log"
"2026-08-04T01:15:51.000Z","ENMORT001","controller_disabled","Move to {-5499444.816370, -2250654.663336, 2309957.213850}","ENMORT001: No controller or Controller is disabled, unable to carry out task Move to {-5499444.816370, -2250654.663336, 2309957.213850}",".\vrfSim.log"
"2026-08-04T01:15:51.000Z","ENMORT002","controller_disabled","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","ENMORT002: No controller or Controller is disabled, unable to carry out task Move to {-5499460.953457, -2250814.454542, 2309743.262342}",".\vrfSim.log"
"2026-08-04T01:15:51.000Z","FRMORT003","controller_disabled","Move to {-5499516.453323, -2249726.423604, 2310685.859186}","FRMORT003: No controller or Controller is disabled, unable to carry out task Move to {-5499516.453323, -2249726.423604, 2310685.859186}",".\vrfSim.log"
"2026-08-04T01:15:52.000Z","FRMORT002","controller_disabled","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","FRMORT002: No controller or Controller is disabled, unable to carry out task Move to {-5499315.048189, -2250231.003964, 2310734.853397}",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","FRM901001","controller_disabled","FFE-On-Location ""Location={-5499460.953457, -2250814.454542, 2309743.262342}""  Name of Weapons to Fire: Patriot Missile Launcher. Number-Of-Rounds: 1. Height-Above-Terrain: 0","FRM901001: No controller or Controller is disabled, unable to carry out task FFE-On-Location ""Location={-5499460.953457, -2250814.454542, 2309743.262342}""  Name of Weapons to Fire: Patriot Missile Launcher. Number-Of-Rounds: 1. Height-Above-Terrain: 0",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","ENZPU001","controller_disabled","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","ENZPU001: No controller or Controller is disabled, unable to carry out task Move to {-5499460.953457, -2250814.454542, 2309743.262342}",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","FRZPU003","controller_disabled","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","FRZPU003: No controller or Controller is disabled, unable to carry out task Move to {-5499315.048189, -2250231.003964, 2310734.853397}",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","FRZPU001","controller_disabled","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","FRZPU001: No controller or Controller is disabled, unable to carry out task Move to {-5499315.048189, -2250231.003964, 2310734.853397}",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","ENZPU002","controller_disabled","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","ENZPU002: No controller or Controller is disabled, unable to carry out task Move to {-5499460.953457, -2250814.454542, 2309743.262342}",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","ENZPU003","controller_disabled","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","ENZPU003: No controller or Controller is disabled, unable to carry out task Move to {-5499460.953457, -2250814.454542, 2309743.262342}",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","ENMIM001","controller_disabled","FFE-On-Location ""Location={-5498755.048693, -2250824.434840, 2311307.787782}""  Name of Weapons to Fire: Patriot Missile Launcher. Number-Of-Rounds: 1. Height-Above-Terrain: 0","ENMIM001: No controller or Controller is disabled, unable to carry out task FFE-On-Location ""Location={-5498755.048693, -2250824.434840, 2311307.787782}""  Name of Weapons to Fire: Patriot Missile Launcher. Number-Of-Rounds: 1. Height-Above-Terrain: 0",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","FRZPU002","controller_disabled","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","FRZPU002: No controller or Controller is disabled, unable to carry out task Move to {-5499315.048189, -2250231.003964, 2310734.853397}",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","FRM901001","controller_disabled","Move to {-5499516.453323, -2249726.423604, 2310685.859186}","FRM901001: No controller or Controller is disabled, unable to carry out task Move to {-5499516.453323, -2249726.423604, 2310685.859186}",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","ENZPU001","controller_disabled","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","ENZPU001: No controller or Controller is disabled, unable to carry out task Move to {-5499460.953457, -2250814.454542, 2309743.262342}",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","FRZPU003","controller_disabled","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","FRZPU003: No controller or Controller is disabled, unable to carry out task Move to {-5499315.048189, -2250231.003964, 2310734.853397}",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","FRZPU001","controller_disabled","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","FRZPU001: No controller or Controller is disabled, unable to carry out task Move to {-5499315.048189, -2250231.003964, 2310734.853397}",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","ENZPU002","controller_disabled","Move to {-5499444.816370, -2250654.663336, 2309957.213850}","ENZPU002: No controller or Controller is disabled, unable to carry out task Move to {-5499444.816370, -2250654.663336, 2309957.213850}",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","ENZPU003","controller_disabled","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","ENZPU003: No controller or Controller is disabled, unable to carry out task Move to {-5499460.953457, -2250814.454542, 2309743.262342}",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","FRZPU002","controller_disabled","Move to {-5499516.453323, -2249726.423604, 2310685.859186}","FRZPU002: No controller or Controller is disabled, unable to carry out task Move to {-5499516.453323, -2249726.423604, 2310685.859186}",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","ENCAESAR002","below_minimum_range","indirect_fire","ENCAESAR002: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","FRAHS001","below_minimum_range","indirect_fire","FRAHS001: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","ENCAESAR004","below_minimum_range","indirect_fire","ENCAESAR004: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","FRMORT004","ballistic_solution_failed","indirect_fire","FRMORT004: Indirect-Fire-Gun: Could not find an allowable muzzle speed and elevation angle to reach the target.",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","ENCAESAR003","below_minimum_range","indirect_fire","ENCAESAR003: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","FRM109003","below_minimum_range","indirect_fire","FRM109003: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","FRM109002","below_minimum_range","indirect_fire","FRM109002: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","FRM109001","below_minimum_range","indirect_fire","FRM109001: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","ENCAESAR001","below_minimum_range","indirect_fire","ENCAESAR001: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","FRAHS002","below_minimum_range","indirect_fire","FRAHS002: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","FRM109004","below_minimum_range","indirect_fire","FRM109004: Indirect fire target less than min range (2000 m).",".\vrfSim.log"
"2026-08-04T01:16:55.000Z","FRMORT004","controller_disabled","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","FRMORT004: No controller or Controller is disabled, unable to carry out task Move to {-5499315.048189, -2250231.003964, 2310734.853397}",".\vrfSim.log"
"2026-08-04T01:17:05.000Z","ENMORT005","controller_disabled","Move to {-5499444.816370, -2250654.663336, 2309957.213850}","ENMORT005: No controller or Controller is disabled, unable to carry out task Move to {-5499444.816370, -2250654.663336, 2309957.213850}",".\vrfSim.log"
"2026-08-04T01:17:05.000Z","ENMORT004","controller_disabled","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","ENMORT004: No controller or Controller is disabled, unable to carry out task Move to {-5499460.953457, -2250814.454542, 2309743.262342}",".\vrfSim.log"
"2026-08-04T01:17:05.000Z","FRMORT001","controller_disabled","Move to {-5499516.453323, -2249726.423604, 2310685.859186}","FRMORT001: No controller or Controller is disabled, unable to carry out task Move to {-5499516.453323, -2249726.423604, 2310685.859186}",".\vrfSim.log"
